,Unnamed: 0,marca,nombre,presentacion,producto_id,precio,sucursal_id,semana,comercioid,banderaid,banderadescripcion,comerciorazonsocial,provincia,localidad,direccion,lat,lng,sucursalnombre,sucursaltipo
0,0,LA ANÓNIMA,Radicheta Atada La Anonima 1 Un,1.0 un,1663,29.9,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
1,1,REXONA,Desodorante en Crema en Pote Odorono Rexona 60 Gr,60.0 gr,77940704,102.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
2,2,SERENITO,Gelatina Frambuesa Serenito 105 Gr,105.0 gr,77968869,29.9,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
3,3,LA ANONIMA,Higado Precocido Congelado La Anonima x 1 Kg,1.0 kg,2013886000000,119.9,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
4,4,SIN MARCA,Palomita Premium 1 Kg,1.0 kg,2035530000006,469.9,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
5,5,BEST,Colita de Cuadril Best 1 Kg,1.0 kg,2035718000002,494.9,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
6,6,LA ANÓNIMA,Pepino La Anonima 1 Kg,1.0 kg,2037220000006,69.9,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
7,7,LA ANÓNIMA,Pan Flauta La Anonima 1 Kg,1.0 kg,2060040000000,108.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
8,8,KOLESTON,Kit de Tintura N°61 Rubio Ceniza Oscuro Koleston 1 Un,1.0 un,3614225108846,579.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
9,9,MAGISTRAL,Detergente Espuma Activa Brisa Marina Magistral 300 Cc,300.0 cc,7500435023115,87.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
10,10,PAMPERS,Pañal P Care Pants Pampers Premium 40 Un,40.0 un,7500435145923,965.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
11,11,COLGATE,Crema Dental Triple Accion White Colgate 153 Gr,153.0 gr,7509546056111,219.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
12,12,OREO,Galletitas Chocolate Rellenas Frutilla Oreo 117 Gr,117.0 gr,7622210692481,67.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
13,13,EXPRESS,Galletitas Clasicas Express Pack 3 Un 324 Gr,324.0 gr,7622300847234,95.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
14,14,ROYAL,Flan para Preparar Dulce de Leche Royal 40 Gr,40.0 gr,7622300871468,42.9,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
15,15,COQUITAS,Galletitas Dulces de Coco Coquitas 250 Gr,250.0 gr,7790040117389,89.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
16,16,ARCOR,Galletitas Vainilla con Relleno de Chocolate Formis 108 Gr,108.0 gr,7790040534803,45.5,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
17,17,GRANIX,Galletitas Avena y Pasas Granix 500 Gr,500.0 gr,7790045001218,143.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
18,18,DON VICENTE,Fideos Tirabuzones Don Vicente 500 Gr,500.0 gr,7790070318176,97.37,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
19,19,MATARAZZO,Fideos Spaghetti Matarazzo 500 Gr,500.0 gr,7790070318640,64.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
20,20,LUCCHETTI,Arroz Doble Integral Lucchetti 1 Kg,1.0 kg,7790070415325,90.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
21,21,CELUSAL,Aji Molido Celusal 25 Gr,25.0 gr,7790072179737,31.5,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
22,22,SANCOR,Yogur Entero Cremoso Manzana Banana Sancor Pack 2 Un 240 Gr,240.0 gr,7790080068528,46.9,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
23,23,LA VIRGINIA,Cafe Cappuccino Instantaneo Mousse Chocolate Avellanas Doypack La Virginia 155 Gr,155.0 gr,7790150161005,144.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
24,24,ALELUYA,Miel Liquida Pote Aleluya 190 Gr,190.0 gr,7790158021509,110.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
25,25,LA SALTEÑA,Ravioles de Queso La Salteña Linea Econo 500 Gr,500.0 gr,7790236001997,129.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
26,26,ELITE,Papel Higienico Extra Hoja Simple Elite Pack 6 Un 180 Mt,180.0 mt,7790250024101,133.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
27,27,RAMONEDA,Lentejon Ramoneda 500 Gr,500.0 gr,7790279000186,116.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
28,28,TORO,Vino Tinto Clasico Toro Viejo 700 Ml,700.0 ml,7790314000966,65.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
29,29,GEORGALOS,Chocolate con Mani Georgalos 160 Gr,160.0 gr,7790380005438,178.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
30,30,ÁGUILA,Baño Repostero de Chocolate Semiamargo Aguila 150 Gr,150.0 gr,7790407031556,136.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
31,31,LOS CRIADORES,Whisky Los Criadores 1 Lt,1.0 lt,7790480001613,360.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
32,32,FUYÍ,Insecticida Mata Moscas y Mosquitos Fuyi 360 Ml,360.0 ml,7790520005816,125.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
33,33,OFF!,Repelente Aerosol Formula Sec a Extra Duracion Off 144 Ml,144.0 ml,7790520018427,308.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
34,34,BON O BON,Crema Bon o Bon 290 Gr,290.0 gr,7790580108489,226.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
35,35,ARCOR,Turron de Mani Arcor 10 Un,10.0 un,7790580401504,178.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
36,36,BON O BON,Huevo de Pascuas Bon o Bon Blanco 55 Gr,55.0 gr,7790580588007,336.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
37,37,NOLY,Pan Lacteado Rodajas Finas Noly 360 Gr,360.0 gr,7790606000186,86.67,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
38,38,SUIZA,Acondicionador Pisos Lavanda Suiza 400 Cc,400.0 cc,7790613071117,70.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
39,39,SEREMIX,Licuado de Frutilla Descremada Seremix 1 Lt,1.0 lt,7790742311023,122.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
40,40,ILOLAY,Yogur Descremado con Cereales Ilolay 150 Gr,150.0 gr,7790787110551,71.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
41,41,CEPITA,Jugo Listo Naranja 1 Lt,1.0 lt,7790895064333,75.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
42,42,DR LEMON,Aperitivo Vodka Dr Lemon 650 Cc,650.0 cc,7790950127690,114.55,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
43,43,MOLINOS ALA,Arroz Largo Fino 00000 Molinos Ala 1 Kg,1.0 kg,7791120031557,55.64,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
44,44,CADBURY,Chocolate con Almendras Cadbury 72 Gr,72.0 gr,7791249008768,161.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
45,45,CIF,Detergente Limon Verde Active Gel Cif 300 Cc,300.0 cc,7791290012189,77.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
46,46,CIF,Limpiador en Gel 2 en 1 Original Cif 500 Ml,500.0 ml,7791290787827,144.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
47,47,SEDAL,Shampoo Ceramidas Sedal 340 Ml,340.0 ml,7791293030777,146.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
48,48,SEDAL,Acondicionador Restauracion Instantanea Sedal 340 Ml,340.0 ml,7791293031019,136.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
49,49,LUX,Jabon Liquido Orquidea Negra Piel Luminosa Lux 220 Ml,220.0 ml,7791293037684,103.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
50,50,SER,Yogur Endulzado Natural Ser 177 Gr,177.0 gr,7791337000926,73.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
51,51,SER,Yogur Powerfood Frutilla y Chia Ser 160 Gr,160.0 gr,7791337001480,91.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
52,52,YOGURÍSIMO,Yogur Batido con Frutas Yogurisimo 140 Gr,140.0 gr,7791337001770,91.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
53,53,SER,Postre Vainilla Ser 100 Gr,100.0 gr,7791337002005,52.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
54,54,SER,Flan Vainilla Ser 95 Gr,95.0 gr,7791337091580,47.9,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
55,55,YOGURÍSIMO,Yogur Entero Firme Frutilla Yogurisimo 190 Gr,190.0 gr,7791337651227,67.41,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
56,56,SIN MARCA,Semillas Lino El Peoncito 1 Kg,1.0 kg,7791351128286,27.5,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
57,57,RAZA,Alimento para Perros Carne Razas Pequeñas Raza 1.5 Kg,1.5 kg,7791416066720,139.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
58,58,TERMIDOR,Vino Tinto Varietal Termidor 1 Lt,1.0 lt,7791540045042,68.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
59,59,FANTOCHE,Alfajor de Chocolate Fantoche Night 6 Un,6.0 un,7791672002081,220.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
60,60,VIÑAS DE BALBO,Vino Tinto Viñas de Balbo 1.125 Lt,1.25 lt,7791843008294,135.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
61,61,EQUALSWEET,Edulcorante Dietetico en Sobres Equalsweet 500 Gr,500.0 gr,7792129003286,129.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
62,62,9 DE ORO,Mini Budin Dulce de Leche 9 de Oro 215 Gr,215.0 gr,7792180131645,118.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
63,63,ORIETA,Mermelada de Frutilla sin Azucar Orieta 340 Gr,340.0 gr,7792260639788,161.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
64,64,VIZZIO,Huevo de Chocolate Vizzio 87 Gr,87.0 gr,7792360071921,333.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
65,65,ALIMENTOS DEL SUR,Huevos de Color Alimentos del Sur 30 Un,30.0 un,7792652000189,257.7,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
66,66,DOS ANCLAS,Sal Fina en Estuche Dos Anclas 500 Gr,500.0 gr,7792900000138,39.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
67,67,AMSTEL,Cerveza Rubia Amstel 1 Lt,1.0 lt,7793147000875,151.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
68,68,POETT,Limpiador Primavera Multiespacios Poett 1.8 Lt,1.8 lt,7793253001926,114.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
69,69,LA CAMPAGNOLA,Tomate Pelado Perita en Lata La Campagnola 400 Gr,400.0 gr,7793360000089,48.15,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
70,70,LA CAMPAGNOLA,Jalea de Membrillo La Campagnola 454 Gr,454.0 gr,7793360810701,163.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
71,71,PIPORE,Yerba Mate con Palo Pipore 1 Kg,1.0 kg,7793750000019,190.46,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
72,72,FARGO,Pan Doble Integral Fargo 440 Gr,440.0 gr,7793890253320,181.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
73,73,SERENITO,Postre Vainilla Kull Serenito 120 Gr,120.0 gr,7793940095405,76.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
74,74,KNORR,Fideos con Mix Vegetales con Queso Knorr 197 Gr,197.0 gr,7794000597372,181.9,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
75,75,MAIZENA,Almidon de Maiz Maizena 520 Gr,520.0 gr,7794000599185,145.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
76,76,VIRULANA,Lana de Acero en Rollo Virulana 6 Un,6.0 un,7794440001729,38.5,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
77,77,HUGGIES,Toallitas Humedas Puro y Natural Huggies 48 Un,48.0 un,7794626007217,272.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
78,78,HILERET,Endulzante en Sobres Hileret Stevia 200 Un,200.0 un,7794940000772,296.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
79,79,LA PAULINA,Queso Rallado La Paulina 450 Gr,450.0 gr,7794990880003,539.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
80,80,LA BELLA PASTA,Ravioles de Ricotta La Bella Pasta 500 Gr,500.0 gr,7795661000393,110.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
81,81,ICE CREAM,Postre Helado Selva Negra Ice Cream 575 Gr,617.0 gr,7796020000665,424.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
82,82,ICE CREAM,Helado Capricho Dulce de Leche Ice Cream 300 Gr,300.0 gr,7796020011258,264.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
83,83,CROM,Balde Cuadrado con Escurridor Crom 1 Un,1.0 un,7797232003611,575.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
84,84,DAVIDOFF,Davidoff Silver Colonia 1 Un,1.0 un,7797599000490,107.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
85,85,LA ANÓNIMA,Miel de Abejas Frasco La Anonima 500 Gr,500.0 gr,7798024390230,231.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
86,86,LA ANÓNIMA,Pan con Salvado Grande La Anonima 600 Gr,600.0 gr,7798024395532,160.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
87,87,LA ANÓNIMA,Queso Crema Untable Clasico La Anonima 320 Gr,320.0 gr,7798024399547,125.0,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
88,88,KNORR,Fideos Tirabuzones Sabores Knorr 500 Gr,500.0 gr,7798031154245,94.16,2-1-014,precios_semana_20200413,2,1,La Anonima,S.A. Importadora y Exportadora de la Patagonia,AR-U,Puerto Madryn,H.Yrigoyen 76,-42.76422,-65.03623,PUERTO MADRYN,Supermercado
